[0.00, 0.91, 0.64, 0.45, 0.36, 0.82, 0.64, 0.55]
[0.91, 0.00, 0.45, 0.82, 0.91, 1.00, 0.73, 0.73]
[0.64, 0.45, 0.00, 0.36, 0.45, 0.55, 0.27, 0.27]
[0.45, 0.82, 0.36, 0.00, 0.18, 0.36, 0.18, 0.09]
[0.36, 0.91, 0.45, 0.18, 0.00, 0.55, 0.36, 0.27]
[0.82, 1.00, 0.55, 0.36, 0.55, 0.00, 0.27, 0.36]
[0.64, 0.73, 0.27, 0.18, 0.36, 0.27, 0.00, 0.09]
[0.55, 0.73, 0.27, 0.09, 0.27, 0.36, 0.09, 0.00]
