epoch,train_loss,train_dice,train_super_dice,train_super_auc,val_loss,val_dice,val_super_dice,val_super_auc
1,0.5776156553535894,0.30909849289036506,nan,0.8763728653784449,0.33665218641018047,0.5717328045645664,0.7866898777030492,0.9758537615532483
