epoch,train_loss,train_dice,train_super_dice,train_super_auc,val_loss,val_dice,val_super_dice,val_super_auc
32,0.07462507315773928,0.8603710667899214,nan,0.999080796068881,0.19003290125843267,0.7395169898096857,0.8056358643059244,0.9921474583381045
33,0.07278631841902267,0.8635636425800365,nan,0.9993566188390003,0.179454047666413,0.734076991163451,0.7944988815575683,0.9932198846662367
34,0.07152440543424915,0.8654426768039728,nan,0.9993884666459469,0.18777081481148972,0.7430658062984203,0.8278023310783512,0.9937321147193079
35,0.07164755505507203,0.8652325726617602,nan,0.9993445421192846,0.20238721454194908,0.7278211078253286,0.7939249367183614,0.9921410851246488
36,0.07233871240663142,0.8628798944496742,nan,0.9994373169735951,0.1836251306732924,0.7406494607827787,0.8254509773226302,0.9937370573742348
37,0.07073392255766606,0.8670722447325413,nan,0.999408621938727,0.19501977542351032,0.731220397295366,0.8066302584886457,0.9934135387956569
38,0.0701417925157347,0.8688113494726154,nan,0.999198822992538,0.18194522636396618,0.7418383029771263,0.8164009631522811,0.9923700661512843
39,0.06947469528450091,0.8684290046278311,nan,0.9994510500549268,0.19016375052260942,0.7312568876057349,0.8122062498280457,0.9931506385887247
40,0.07060419877540249,0.8685801364416781,nan,0.9992159949944891,0.19428025709529376,0.7293561557950131,0.8124302333009701,0.9918971195032722
41,0.06881945543020822,0.8711934488452355,nan,0.9995212476050257,0.2072687180198986,0.7311017527405558,0.8064341037917424,0.9929666048181909
42,0.06780037951048645,0.8739953415841298,nan,0.9994053885384956,0.1941647767410453,0.7341129393156233,0.8055949855304337,0.993859332747164
43,0.06751548379289891,0.8722276791595065,nan,0.9994570231128133,0.2004481152599228,0.7325477259683197,0.8058098763571193,0.9927410864094806
44,0.06771974823825187,0.8726835524898805,nan,0.9994082834512084,0.19650891050696373,0.7446594254980827,0.8164736626052256,0.9935472962089572
45,0.06977117142561949,0.869390586591607,nan,0.9993204516033793,0.21599109054960566,0.7357162643577261,0.8019709841000568,0.992653465743632
46,0.06682487768926826,0.8716073150434044,nan,0.9996187700819297,0.1937090247098742,0.7184991738277262,0.7867743164980356,0.9898742633395725
47,0.06736761865783443,0.8714296516347716,nan,0.9994098521171061,0.1907308473701364,0.7308307648154682,0.8099517354920143,0.9931628291021314
48,0.06609552529442268,0.8750853476403289,nan,0.9991661069615183,0.20333031707860785,0.7285897866662207,0.7921424252024232,0.9928053320767071
49,0.0654076060197156,0.8738856063850008,nan,0.9992371663112348,0.22861023666337132,0.732402481074477,0.807098643129031,0.9907578768437368
50,0.06752565367475563,0.8732609458325041,nan,0.9995176502489375,0.19699561597522477,0.739379832521081,0.8123918777584699,0.9905426630325485
