epoch,train_loss,train_dice,train_super_dice,train_super_auc,val_loss,val_dice,val_super_dice,val_super_auc
1,0.08295839421738793,0.8473856753947856,nan,0.9993789607892821,0.17725268040045067,0.739110010451284,0.8243207812311625,0.9950403900522935
2,0.08275523925775508,0.849405705104088,nan,0.9994411072855723,0.18624723203287558,0.7384773154325527,nan,0.9948453399870131
3,0.08026315285522696,0.849725207055603,nan,0.9994344262258464,0.18623752161410861,0.7309229877970085,0.8069267801949438,0.9949761413569961
4,0.078663626622464,0.8508496035183059,nan,0.9993433828377123,0.18855977731210918,0.7250119993174128,0.7971377650574544,0.992867024615407
5,0.0796230754156591,0.8523451079389812,nan,0.9993047150824896,0.18647825605525026,0.7377266142645786,0.81224403341103,0.9946514447178461
6,0.07733276989528486,0.8518686340919506,nan,0.9995021739700729,0.1905835521375311,0.7319749138028971,0.806914262101483,0.9938004016876221
7,0.07995652678203147,0.8532311032281471,nan,0.9992512069626451,0.18929449767516604,0.7315113128259264,0.7988876349556386,0.9938417061169942
8,0.07640610481839777,0.8578084224618207,nan,0.999479869046685,0.179678736206401,0.7232741453074689,0.8027232442806663,0.9942755952345587
9,0.07782817115876706,0.854387534396711,nan,0.9993857091694249,0.19364811666309834,0.7320112977658624,0.8054839517507695,0.9938489572520841
10,0.07476505998822597,0.8600750495328011,nan,0.9994412438308681,0.19600832155616632,0.7332360174121528,0.792810807797431,0.9934741668403149
11,0.07571911920087447,0.8613132670181369,nan,0.9994875874598005,0.19526411018109527,0.732158757425074,0.8026208697571536,0.994140049344615
12,0.07589164828103542,0.8561310149253898,nan,0.9993825685222794,0.20078913209124885,0.7330022607448285,0.7998243579531229,0.9944013557626528
13,0.07360970987093035,0.8628100031449136,nan,0.9995042865627085,0.19645273783404765,0.7347951659868504,0.7809667216170798,0.9939849827084606
14,0.07319023117354839,0.8634363530532643,nan,0.9993750767566444,0.1968151719052473,0.7335792220326076,0.8193465817851678,0.9942767826611536
15,0.07141417930890843,0.8629160503474933,nan,0.9996024424394186,0.19385790317479906,0.7317917705352964,0.7992126849289687,0.9942306487687996
16,0.07216142540310179,0.8637795246468682,nan,0.9995276851581569,0.21237308711841188,0.7313923537731171,0.8011883284871533,0.9923982699011916
17,0.071464339559878,0.8634012657981158,nan,0.9994912736763867,0.21259137251061097,0.7285594531045906,nan,0.9931227819888352
18,0.07040547105956292,0.8639694952734945,nan,0.9994035377581311,0.19315765783640332,0.7297444098853859,0.8058115416180737,0.9932915019568893
19,0.0708799325760193,0.8658725685621202,nan,0.9994548324030523,0.2077493754633028,0.7293706018606136,0.8166106668892034,0.9941752665398413
20,0.06969531473823311,0.8687610850801603,nan,0.9995147449648093,0.21674096080121294,0.7199018035758415,nan,0.9931640522142428
21,0.06997577940813818,0.8701859283545446,nan,0.9995862467040552,0.20888022858456806,0.7262223203634394,0.807651674210848,0.9922636014774507
22,0.06971615270292288,0.8657179784380413,nan,0.9994279226462476,0.20244383750932998,0.7294100087200259,0.7951120109972564,0.9933826800501138
23,0.07004151789267841,0.8675952408566571,nan,0.9995509382023272,0.1999483489720472,0.7331702155542785,0.8141709230259098,0.9942478962931864
24,0.06753949819018,0.8713252463179996,nan,0.9996690299983666,0.2050097913256493,0.731953060896746,0.8128339195242518,0.9939978652530246
25,0.06761939867759013,0.8696281387197418,nan,0.9995875592055958,0.2058036235514386,0.7237893985584378,0.80184568431522,0.9937359281873281
26,0.06760450068049552,0.8701333470831775,nan,0.9995844234829341,0.20232806298560624,0.725425142152556,0.8067466735855888,0.9941409849910484
27,0.06688318193609373,0.8706044314754205,nan,0.9996227220418844,0.19456440687243795,0.741704036449564,0.8248530265012761,0.9946075677871704
28,0.07002348641085393,0.8665257074498758,nan,0.9995016541399628,0.21645400596076045,0.706072953369083,0.8108599514299075,0.9938214558415708
29,0.06966339524948056,0.8664908641463355,nan,0.999483263863601,0.20068484095150027,0.7374524263472393,0.807324762677306,0.993758774801498
30,0.06660212420353234,0.8736533419802085,nan,0.9995476195287923,0.21479066348923692,0.7354416400194168,0.7933668251025614,0.9927186042861601
31,0.06655051061070887,0.8721532417105291,nan,0.9994224920977818,0.21223567108270422,0.7339083974988296,0.8087099861331365,0.9918764677341814
32,0.06572383383982033,0.8745113299178817,nan,0.9996329926008667,0.2107076903098616,0.7390575426919707,0.8112887935981886,0.992384156650967
33,0.06602830761245743,0.8764311850679971,nan,0.999558587568625,0.20373818772877084,0.7313282587404909,0.7928548836655341,0.9934533421198527
34,0.066901711498401,0.8742100013538069,nan,0.9996118224447682,0.20468855984830137,0.73729046588314,0.8098742983309724,0.9945455080112525
35,0.06491247648121136,0.8748473398779099,nan,0.9996087276874313,0.20709376934723095,0.7307127221198432,0.8103083604291249,0.9942005247539945
36,0.0657021113238327,0.8762938828086936,nan,0.9996446650651507,0.21243278136284188,0.7276197587428935,0.8015723894717529,0.9927749937087034
37,0.06497773031925094,0.8769496132544302,nan,0.9996109902617419,0.2112604129963137,0.7295908473175148,0.8071655856092497,0.9930700223174012
38,0.06469323169457333,0.8769533548849271,nan,0.9994958565505204,0.2064161351079057,0.7292469231861418,0.8209174203754183,0.9942256672934153
39,0.06419814976511598,0.8777567972349982,nan,0.9996346176785484,0.22021965020946388,0.7263571473304182,nan,0.9933933226267496
