epoch,train_loss,train_dice,train_super_dice,train_super_auc,val_loss,val_dice,val_super_dice,val_super_auc
40,0.06758175062331037,0.8725470322593308,nan,0.9995555424703106,0.20337892710712963,0.728715944521386,0.7921968959645922,0.9929572734981775
41,0.06382549549252756,0.8783160265391061,nan,0.9996773065280579,0.22299265032955284,0.7275276626299682,0.8035383624318895,0.9929366143264434
42,0.06365998856641249,0.8762681631912576,nan,0.999571049761869,0.19970797402141938,0.726671237113147,0.8145637848241927,0.9933625760308483
43,0.06315351759885376,0.8793562968110481,nan,0.9995977970393928,0.22033387176885172,0.7300240020428238,0.8063477064213473,0.9930065940869482
44,0.06380241811735211,0.8784175019605216,nan,0.9995701035100637,0.21065223759746757,0.7339691341822517,0.8020434754304944,0.9942327521307052
45,0.062283059732762075,0.8809442345795094,nan,0.9996981809242074,0.22209860069741463,0.7316933344921162,0.8110733371467941,0.9931693451893903
46,0.06383223788424211,0.8787268488489945,nan,0.9995738841125219,0.2227642170699506,0.7283800375358812,0.8086233168225739,0.9934750252065405
47,0.06243421081621635,0.8810328111099969,nan,0.9996588043475982,0.21118003094633078,0.7286662339425549,0.7898895730125376,0.9931783169103424
48,0.06179952829129076,0.881164066954904,nan,0.9997064204926186,0.21858664152437243,0.7350225095348112,0.8126160262057928,0.9932013368397429
49,0.06326408012628737,0.8789168434112021,nan,0.9996307125284866,0.21264521739092365,0.7254770111677975,0.8084506241397434,0.9931936948968653
50,0.06355725562658691,0.879768057089279,nan,0.9996649851310311,0.2228915244019751,0.7323229362192596,0.8025397764287977,0.9914041384061177
