epoch,train_loss,train_dice,val_loss,val_dice
1,0.565122701144617,0.2541787218615659,0.28814690466970205,0.5996772896755358
2,0.24004062269903292,0.6386650424747848,0.20205283964630857,0.6912832465665094
3,0.18798345343195963,0.6986347946305087,0.17893710359930992,0.7014363651517136
4,0.16619351360108506,0.7238621615323793,0.1674219722666874,0.7222703716492859
5,0.1540646075291832,0.7395265118962793,0.17273337432536587,0.7352734734785968
