epoch,train_loss,train_acc,train_dice,val_loss,val_acc,val_dice
1,0.4496278834821866,0.7262026806377133,0.1700708323301433,0.5000587487272148,0.6382867294253061,0.1721059954564633
2,0.40281618527391816,0.7353335059063141,0.19343627902487345,0.37797109570739595,0.7342482161247867,0.18711423392182794
3,0.39187712421454884,0.7374556465625876,0.19719428527554508,0.41751708783980074,0.7223042235977348,0.2155697075650096
4,0.3884129676139358,0.7370942100710283,0.19940583508327256,0.3103107132884706,0.7961305274817222,0.15771758527462854
5,0.38482862732703393,0.7377962907492819,0.20170775823682674,0.3816348549363942,0.7432935575872546,0.2064698550785924
6,0.38080801209138265,0.7395799132444072,0.20453200536738536,0.4213720964717454,0.6922573074983911,0.1818737580986886
7,0.3793945348447865,0.7390852800150136,0.20595989835047165,0.3827136377322263,0.7418141127546172,0.19428310074425978
8,0.3769463999651673,0.7396503438587373,0.20518629828313734,0.4561735374917244,0.6696874538143932,0.22399740418868846
9,0.378719609697901,0.7388641958558411,0.20795130799870518,0.31888272316227184,0.7882215419491588,0.16466058614053602
10,0.3782947279054142,0.7379187111248242,0.20681861896589873,0.3362302062711839,0.7690374878631241,0.20096202997554993
11,0.3756153066790882,0.7394580247127158,0.20782976407130624,0.36606374090730115,0.741215205283914,0.18757307619370264
12,0.3749692331032626,0.7393833739939206,0.20833380610114577,0.41646036936034414,0.7287886608606098,0.2312574643513252
13,0.3735204728373629,0.7399871270030589,0.20881527746906958,0.41982748590666674,0.670694913900675,0.1703005187727254
14,0.37290243024694597,0.7402793855480384,0.20841051488640203,0.41774772505821856,0.7233564442601698,0.258601023911916
15,0.3720937079686727,0.740885434214814,0.20855367473364192,0.35860027241167325,0.7586204850353957,0.18792174059640745
16,0.37201164251553276,0.7406397349543661,0.20948291481759265,0.356977470989885,0.7647196524901408,0.2049249679749382
17,0.3723452876840032,0.7396725976093109,0.20817561051165664,0.38645632076880027,0.7165650700243954,0.2265417305752635
18,0.3701625799319278,0.7405736490813424,0.21139559918923617,0.3226144618258394,0.7801340914320671,0.20672703328831443
19,0.36956816119084535,0.7410399483520766,0.21152534644315196,0.35936654262758533,0.7513517109370323,0.20683893805433964
20,0.3696718820115658,0.7403988087900013,0.21166457502950464,0.4334560863930604,0.7126973908523033,0.22686896900293127
21,0.3703089834491459,0.740345471421062,0.21136839379360722,0.3431555974650486,0.761803075271548,0.2188530014506702
22,0.36932333305798426,0.740665384496431,0.21344722606708352,0.3597283808450247,0.7495882319307875,0.21835806445571884
23,0.3673295662224277,0.7419248627277725,0.21328313470543253,0.37254036609725705,0.7363101842302929,0.2164012416554936
24,0.3697585950142382,0.7401329746052858,0.21357236370729032,0.3105891617175577,0.7931518189295041,0.1868292274403161
25,0.36801739022009183,0.7411328068485966,0.213391707110715,0.3325077036781044,0.773787648285029,0.1677922067906836
